NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kode_kelurahan-desa;nilai_idm;status_idm
1143;15;JAMBI;1508;150807;1508072005;0,6613;BERKEMBANG
1144;15;JAMBI;1508;150807;1508072006;0,6673;BERKEMBANG
1145;15;JAMBI;1508;150807;1508072007;0,6971;BERKEMBANG
1146;15;JAMBI;1508;150807;1508072008;0,6865;BERKEMBANG
1147;15;JAMBI;1508;150807;1508072009;0,6514;BERKEMBANG
1148;15;JAMBI;1508;150807;1508072010;0,6454;BERKEMBANG
1149;15;JAMBI;1508;150807;1508072011;0,6811;BERKEMBANG
1150;15;JAMBI;1508;150807;1508072012;0,8803;MANDIRI
1151;15;JAMBI;1508;150807;1508072013;0,8114;MAJU
1152;15;JAMBI;1508;150807;1508072014;0,6979;BERKEMBANG
1153;15;JAMBI;1508;150808;1508082001;0,6621;BERKEMBANG
1154;15;JAMBI;1508;150808;1508082002;0,7905;MAJU
1155;15;JAMBI;1508;150808;1508082003;0,6868;BERKEMBANG
1156;15;JAMBI;1508;150808;1508082004;0,6617;BERKEMBANG
1157;15;JAMBI;1508;150808;1508082005;0,7322;MAJU
1158;15;JAMBI;1508;150808;1508082006;0,7135;MAJU
1159;15;JAMBI;1508;150808;1508082007;0,7581;MAJU
1160;15;JAMBI;1508;150808;1508082008;0,7362;MAJU
1161;15;JAMBI;1508;150808;1508082009;0,6211;BERKEMBANG
1162;15;JAMBI;1508;150809;1508092001;0,734;MAJU
1163;15;JAMBI;1508;150809;1508092002;0,8065;MAJU
1164;15;JAMBI;1508;150809;1508092003;0,7614;MAJU
1165;15;JAMBI;1508;150809;1508092004;0,7413;MAJU
1166;15;JAMBI;1508;150809;1508092005;0,9494;MANDIRI
1167;15;JAMBI;1508;150809;1508092006;0,8802;MANDIRI
1168;15;JAMBI;1508;150809;1508092007;0,9048;MANDIRI
1169;15;JAMBI;1508;150809;1508092008;0,8727;MANDIRI
1170;15;JAMBI;1508;150809;1508092009;0,8708;MANDIRI
1171;15;JAMBI;1508;150809;1508092010;0,8575;MANDIRI
1172;15;JAMBI;1508;150809;1508092011;0,8975;MANDIRI
1173;15;JAMBI;1508;150809;1508092012;0,9216;MANDIRI
1174;15;JAMBI;1508;150809;1508092013;0,8992;MANDIRI
1175;15;JAMBI;1508;150809;1508092014;0,8937;MANDIRI
1176;15;JAMBI;1508;150809;1508092015;0,8954;MANDIRI
1177;15;JAMBI;1508;150809;1508092016;0,9663;MANDIRI
1178;15;JAMBI;1508;150809;1508092017;0,8275;MANDIRI
1179;15;JAMBI;1508;150810;1508102001;0,7071;BERKEMBANG
1180;15;JAMBI;1508;150810;1508102002;0,7338;MAJU
1181;15;JAMBI;1508;150810;1508102003;0,7806;MAJU
1182;15;JAMBI;1508;150810;1508102004;0,7713;MAJU
1183;15;JAMBI;1508;150810;1508102005;0,6454;BERKEMBANG
1184;15;JAMBI;1508;150810;1508102006;0,6937;BERKEMBANG
1185;15;JAMBI;1508;150811;1508112002;0,7424;MAJU
1186;15;JAMBI;1508;150811;1508112005;0,7271;MAJU
1187;15;JAMBI;1508;150811;1508112006;0,8016;MAJU
1188;15;JAMBI;1508;150811;1508112007;0,8002;MAJU
1189;15;JAMBI;1508;150811;1508112008;0,753;MAJU
1190;15;JAMBI;1508;150812;1508122003;0,7698;MAJU
1191;15;JAMBI;1508;150812;1508122004;0,7475;MAJU
1192;15;JAMBI;1508;150812;1508122005;0,7165;MAJU
1193;15;JAMBI;1508;150813;1508132003;0,7773;MAJU
1194;15;JAMBI;1508;150813;1508132004;0,834;MANDIRI
1195;15;JAMBI;1508;150814;1508142001;0,7394;MAJU
1196;15;JAMBI;1508;150814;1508142002;0,6775;BERKEMBANG
1197;15;JAMBI;1508;150814;1508142003;0,7441;MAJU
1198;15;JAMBI;1508;150814;1508142004;0,7075;MAJU
1199;15;JAMBI;1508;150814;1508142005;0,6998;BERKEMBANG
1200;15;JAMBI;1508;150814;1508142006;0,6621;BERKEMBANG
1201;15;JAMBI;1508;150814;1508142007;0,6605;BERKEMBANG
1202;15;JAMBI;1508;150814;1508142008;0,7724;MAJU
1203;15;JAMBI;1508;150814;1508142009;0,6805;BERKEMBANG
1204;15;JAMBI;1508;150815;1508152001;0,704;BERKEMBANG
1205;15;JAMBI;1508;150815;1508152002;0,6883;BERKEMBANG
1206;15;JAMBI;1508;150815;1508152003;0,7049;BERKEMBANG
1207;15;JAMBI;1508;150815;1508152004;0,6756;BERKEMBANG
1208;15;JAMBI;1508;150815;1508152005;0,6954;BERKEMBANG
1209;15;JAMBI;1508;150816;1508162001;0,5651;TERTINGGAL
1210;15;JAMBI;1508;150816;1508162002;0,641;BERKEMBANG
1211;15;JAMBI;1508;150816;1508162003;0,7213;MAJU
1212;15;JAMBI;1508;150816;1508162004;0,7922;MAJU
1213;15;JAMBI;1508;150816;1508162005;0,7822;MAJU
1214;15;JAMBI;1508;150816;1508162006;0,6937;BERKEMBANG
1215;15;JAMBI;1508;150816;1508162007;0,6121;BERKEMBANG
1216;15;JAMBI;1508;150817;1508172001;0,6289;BERKEMBANG
1217;15;JAMBI;1508;150817;1508172002;0,7057;BERKEMBANG
1218;15;JAMBI;1508;150817;1508172003;0,6997;BERKEMBANG
1219;15;JAMBI;1508;150817;1508172004;0,6035;BERKEMBANG
1220;15;JAMBI;1508;150817;1508172005;0,6686;BERKEMBANG
1221;15;JAMBI;1508;150817;1508172006;0,7802;MAJU
1222;15;JAMBI;1508;150817;1508172007;0,6229;BERKEMBANG
1223;15;JAMBI;1508;150817;1508172008;0,6438;BERKEMBANG
1224;15;JAMBI;1508;150817;1508172009;0,64;BERKEMBANG
1225;15;JAMBI;1508;150817;1508172010;0,7006;BERKEMBANG
1226;15;JAMBI;1508;150817;1508172011;0,7208;MAJU
1227;15;JAMBI;1508;150817;1508172012;0,644;BERKEMBANG
1228;15;JAMBI;1509;150901;1509012003;0,8024;MAJU
1229;15;JAMBI;1509;150901;1509012004;0,6171;BERKEMBANG
1230;15;JAMBI;1509;150901;1509012005;0,6033;BERKEMBANG
1231;15;JAMBI;1509;150901;1509012006;0,6148;BERKEMBANG
1232;15;JAMBI;1509;150901;1509012007;0,6944;BERKEMBANG
1233;15;JAMBI;1509;150901;1509012008;0,6848;BERKEMBANG
1234;15;JAMBI;1509;150901;1509012009;0,6084;BERKEMBANG
1235;15;JAMBI;1509;150901;1509012010;0,8124;MAJU
1236;15;JAMBI;1509;150901;1509012011;0,6984;BERKEMBANG
1237;15;JAMBI;1509;150901;1509012012;0,7146;MAJU
1238;15;JAMBI;1509;150902;1509022002;0,7035;BERKEMBANG
1239;15;JAMBI;1509;150902;1509022003;0,7746;MAJU
1240;15;JAMBI;1509;150902;1509022004;0,8011;MAJU
1241;15;JAMBI;1509;150902;1509022005;0,6902;BERKEMBANG
1242;15;JAMBI;1509;150902;1509022008;0,761;MAJU
1243;15;JAMBI;1509;150902;1509022011;0,6829;BERKEMBANG
1244;15;JAMBI;1509;150902;1509022012;0,7448;MAJU
1245;15;JAMBI;1509;150902;1509022014;0,6843;BERKEMBANG
1246;15;JAMBI;1509;150902;1509022015;0,657;BERKEMBANG
1247;15;JAMBI;1509;150902;1509022017;0,6348;BERKEMBANG
1248;15;JAMBI;1509;150902;1509022018;0,6132;BERKEMBANG
1249;15;JAMBI;1509;150903;1509032002;0,6957;BERKEMBANG
1250;15;JAMBI;1509;150903;1509032003;0,6362;BERKEMBANG
1251;15;JAMBI;1509;150903;1509032004;0,6702;BERKEMBANG
1252;15;JAMBI;1509;150903;1509032005;0,6697;BERKEMBANG
1253;15;JAMBI;1509;150903;1509032006;0,677;BERKEMBANG
1254;15;JAMBI;1509;150903;1509032007;0,6497;BERKEMBANG
1255;15;JAMBI;1509;150903;1509032008;0,6287;BERKEMBANG
1256;15;JAMBI;1509;150903;1509032009;0,6756;BERKEMBANG
1257;15;JAMBI;1509;150903;1509032010;0,6284;BERKEMBANG
1258;15;JAMBI;1509;150903;1509032011;0,831;MANDIRI
1259;15;JAMBI;1509;150903;1509032012;0,6384;BERKEMBANG
1260;15;JAMBI;1509;150903;1509032015;0,637;BERKEMBANG
1261;15;JAMBI;1509;150903;1509032016;0,6638;BERKEMBANG
1262;15;JAMBI;1509;150903;1509032017;0,6333;BERKEMBANG
1263;15;JAMBI;1509;150903;1509032018;0,7219;MAJU
1264;15;JAMBI;1509;150903;1509032019;0,6498;BERKEMBANG
1265;15;JAMBI;1509;150904;1509042002;0,7917;MAJU
1266;15;JAMBI;1509;150904;1509042003;0,8137;MAJU
1267;15;JAMBI;1509;150904;1509042004;0,7486;MAJU
1268;15;JAMBI;1509;150904;1509042005;0,7846;MAJU
1269;15;JAMBI;1509;150904;1509042006;0,7122;MAJU
1270;15;JAMBI;1509;150904;1509042007;0,7338;MAJU
1271;15;JAMBI;1509;150904;1509042008;0,7257;MAJU
1272;15;JAMBI;1509;150904;1509042011;0,6297;BERKEMBANG
1273;15;JAMBI;1509;150904;1509042012;0,6614;BERKEMBANG
1274;15;JAMBI;1509;150904;1509042013;0,7871;MAJU
1275;15;JAMBI;1509;150904;1509042014;0,6897;BERKEMBANG
1276;15;JAMBI;1509;150904;1509042015;0,6244;BERKEMBANG
1277;15;JAMBI;1509;150904;1509042016;0,7095;MAJU
1278;15;JAMBI;1509;150905;1509052001;0,7317;MAJU
1279;15;JAMBI;1509;150905;1509052002;0,6003;BERKEMBANG
1280;15;JAMBI;1509;150905;1509052003;0,6298;BERKEMBANG
1281;15;JAMBI;1509;150905;1509052004;0,6033;BERKEMBANG
1282;15;JAMBI;1509;150905;1509052005;0,6348;BERKEMBANG
1283;15;JAMBI;1509;150905;1509052006;0,7189;MAJU
1284;15;JAMBI;1509;150905;1509052007;0,6195;BERKEMBANG
1285;15;JAMBI;1509;150905;1509052008;0,6035;BERKEMBANG
1286;15;JAMBI;1509;150905;1509052009;0,6421;BERKEMBANG
1287;15;JAMBI;1509;150905;1509052010;0,6197;BERKEMBANG
1288;15;JAMBI;1509;150905;1509052011;0,7279;MAJU
1289;15;JAMBI;1509;150905;1509052012;0,6167;BERKEMBANG
1290;15;JAMBI;1509;150906;1509062001;0,7665;MAJU
1291;15;JAMBI;1509;150906;1509062002;0,7986;MAJU
1292;15;JAMBI;1509;150906;1509062003;0,7695;MAJU
1293;15;JAMBI;1509;150906;1509062004;0,7673;MAJU
1294;15;JAMBI;1509;150906;1509062005;0,7898;MAJU
1295;15;JAMBI;1509;150906;1509062007;0,8144;MAJU
1296;15;JAMBI;1509;150906;1509062013;0,7727;MAJU
1297;15;JAMBI;1509;150906;1509062014;0,7537;MAJU
1298;15;JAMBI;1509;150906;1509062015;0,8111;MAJU
1299;15;JAMBI;1509;150906;1509062016;0,7137;MAJU
1300;15;JAMBI;1509;150907;1509072001;0,8229;MANDIRI
1301;15;JAMBI;1509;150907;1509072002;0,7397;MAJU
1302;15;JAMBI;1509;150907;1509072003;0,881;MANDIRI
1303;15;JAMBI;1509;150907;1509072004;0,7448;MAJU
1304;15;JAMBI;1509;150907;1509072005;0,6833;BERKEMBANG
1305;15;JAMBI;1509;150907;1509072006;0,693;BERKEMBANG
1306;15;JAMBI;1509;150907;1509072007;0,6792;BERKEMBANG
1307;15;JAMBI;1509;150907;1509072008;0,6289;BERKEMBANG
1308;15;JAMBI;1509;150907;1509072009;0,7068;BERKEMBANG
1309;15;JAMBI;1509;150907;1509072010;0,6387;BERKEMBANG
1310;15;JAMBI;1509;150907;1509072011;0,6535;BERKEMBANG
1311;15;JAMBI;1509;150907;1509072012;0,6105;BERKEMBANG
1312;15;JAMBI;1509;150908;1509082001;0,7706;MAJU
1313;15;JAMBI;1509;150908;1509082002;0,8359;MANDIRI
1314;15;JAMBI;1509;150908;1509082003;0,7208;MAJU
1315;15;JAMBI;1509;150908;1509082004;0,8975;MANDIRI
1316;15;JAMBI;1509;150908;1509082005;0,7281;MAJU
1317;15;JAMBI;1509;150908;1509082006;0,7673;MAJU
1318;15;JAMBI;1509;150908;1509082007;0,7186;MAJU
1319;15;JAMBI;1509;150908;1509082008;0,7687;MAJU
1320;15;JAMBI;1509;150908;1509082009;0,7281;MAJU
1321;15;JAMBI;1509;150908;1509082010;0,6441;BERKEMBANG
1322;15;JAMBI;1509;150909;1509092001;0,7151;MAJU
1323;15;JAMBI;1509;150909;1509092002;0,7084;MAJU
1324;15;JAMBI;1509;150909;1509092003;0,8456;MANDIRI
1325;15;JAMBI;1509;150909;1509092004;0,7113;MAJU
1326;15;JAMBI;1509;150909;1509092005;0,7284;MAJU
1327;15;JAMBI;1509;150909;1509092006;0,6797;BERKEMBANG
1328;15;JAMBI;1509;150910;1509102001;0,6532;BERKEMBANG
1329;15;JAMBI;1509;150910;1509102002;0,7244;MAJU
1330;15;JAMBI;1509;150910;1509102003;0,7067;BERKEMBANG
1331;15;JAMBI;1509;150910;1509102004;0,6551;BERKEMBANG
1332;15;JAMBI;1509;150910;1509102005;0,6922;BERKEMBANG
1333;15;JAMBI;1509;150910;1509102006;0,6735;BERKEMBANG
1334;15;JAMBI;1509;150910;1509102007;0,693;BERKEMBANG
1335;15;JAMBI;1509;150910;1509102008;0,6046;BERKEMBANG
1336;15;JAMBI;1509;150911;1509112001;0,7076;MAJU
1337;15;JAMBI;1509;150911;1509112002;0,8222;MANDIRI
1338;15;JAMBI;1509;150911;1509112003;0,7651;MAJU
1339;15;JAMBI;1509;150911;1509112004;0,7465;MAJU
1340;15;JAMBI;1509;150911;1509112005;0,7721;MAJU
1341;15;JAMBI;1509;150911;1509112006;0,6878;BERKEMBANG
1342;15;JAMBI;1509;150912;1509122001;0,6919;BERKEMBANG
1343;15;JAMBI;1509;150912;1509122002;0,8232;MANDIRI
1344;15;JAMBI;1509;150912;1509122003;0,8187;MANDIRI
1345;15;JAMBI;1509;150912;1509122004;0,8825;MANDIRI
1346;15;JAMBI;1509;150912;1509122005;0,7183;MAJU
1347;15;JAMBI;1509;150912;1509122006;0,8937;MANDIRI
1348;15;JAMBI;1509;150912;1509122007;0,6333;BERKEMBANG
1349;15;JAMBI;1509;150912;1509122008;0,7243;MAJU
1350;15;JAMBI;1572;157201;1572012004;0,9459;MANDIRI
1351;15;JAMBI;1572;157201;1572012006;0,9665;MANDIRI
1352;15;JAMBI;1572;157201;1572012014;0,9719;MANDIRI
1353;15;JAMBI;1572;157202;1572022001;0,8732;MANDIRI
1354;15;JAMBI;1572;157202;1572022002;0,9679;MANDIRI
1355;15;JAMBI;1572;157202;1572022003;0,8671;MANDIRI
1356;15;JAMBI;1572;157202;1572022004;0,901;MANDIRI
1357;15;JAMBI;1572;157202;1572022005;0,8951;MANDIRI
1358;15;JAMBI;1572;157202;1572022008;0,856;MANDIRI
1359;15;JAMBI;1572;157202;1572022010;0,8465;MANDIRI
1360;15;JAMBI;1572;157202;1572022011;0,841;MANDIRI
1361;15;JAMBI;1572;157202;1572022015;0,8657;MANDIRI
1362;15;JAMBI;1572;157203;1572032001;0,867;MANDIRI
1363;15;JAMBI;1572;157203;1572032002;0,8416;MANDIRI
1364;15;JAMBI;1572;157203;1572032003;0,881;MANDIRI
1365;15;JAMBI;1572;157203;1572032004;0,8825;MANDIRI
1366;15;JAMBI;1572;157203;1572032005;0,8894;MANDIRI
1367;15;JAMBI;1572;157203;1572032006;0,879;MANDIRI
1368;15;JAMBI;1572;157203;1572032007;0,8863;MANDIRI
1369;15;JAMBI;1572;157203;1572032008;0,8714;MANDIRI
1370;15;JAMBI;1572;157203;1572032009;0,8521;MANDIRI
1371;15;JAMBI;1572;157203;1572032010;0,851;MANDIRI
1372;15;JAMBI;1572;157203;1572032011;0,8602;MANDIRI
1373;15;JAMBI;1572;157203;1572032012;0,8435;MANDIRI
1374;15;JAMBI;1572;157203;1572032013;0,8711;MANDIRI
1375;15;JAMBI;1572;157204;1572042001;0,8521;MANDIRI
1376;15;JAMBI;1572;157204;1572042002;0,8337;MANDIRI
1377;15;JAMBI;1572;157204;1572042003;0,8408;MANDIRI
1378;15;JAMBI;1572;157204;1572042004;0,8359;MANDIRI
1379;15;JAMBI;1572;157204;1572042005;0,8262;MANDIRI
1380;15;JAMBI;1572;157204;1572042006;0,8543;MANDIRI
1381;15;JAMBI;1572;157204;1572042007;0,8562;MANDIRI
1382;15;JAMBI;1572;157204;1572042008;0,8668;MANDIRI
1383;15;JAMBI;1572;157204;1572042009;0,8202;MANDIRI
1384;15;JAMBI;1572;157204;1572042010;0,8527;MANDIRI
1385;15;JAMBI;1572;157204;1572042011;0,8721;MANDIRI
1386;15;JAMBI;1572;157204;1572042012;0,8278;MANDIRI
1387;15;JAMBI;1572;157204;1572042013;0,8686;MANDIRI
1388;15;JAMBI;1572;157205;1572052001;0,847;MANDIRI
1389;15;JAMBI;1572;157205;1572052002;0,879;MANDIRI
1390;15;JAMBI;1572;157205;1572052003;0,8392;MANDIRI
1391;15;JAMBI;1572;157205;1572052004;0,8711;MANDIRI
1392;15;JAMBI;1572;157205;1572052005;0,8211;MANDIRI
1393;15;JAMBI;1572;157205;1572052006;0,8229;MANDIRI
1394;15;JAMBI;1572;157205;1572052007;0,7398;MAJU
1395;15;JAMBI;1572;157205;1572052008;0,8337;MANDIRI
1396;15;JAMBI;1572;157205;1572052009;0,8584;MANDIRI
1397;15;JAMBI;1572;157206;1572062001;0,8827;MANDIRI
1398;15;JAMBI;1572;157206;1572062002;0,9478;MANDIRI
1399;15;JAMBI;1572;157206;1572062003;0,927;MANDIRI
1400;15;JAMBI;1572;157206;1572062004;0,9233;MANDIRI
1401;15;JAMBI;1572;157206;1572062005;0,9494;MANDIRI
1402;15;JAMBI;1572;157206;1572062006;0,9292;MANDIRI
1403;15;JAMBI;1572;157206;1572062007;0,8771;MANDIRI
1404;15;JAMBI;1572;157207;1572072001;0,8986;MANDIRI
1405;15;JAMBI;1572;157207;1572072002;0,8279;MANDIRI
1406;15;JAMBI;1572;157207;1572072003;0,8578;MANDIRI
1407;15;JAMBI;1572;157207;1572072004;0,8206;MANDIRI
1408;15;JAMBI;1572;157207;1572072005;0,8408;MANDIRI
1409;15;JAMBI;1572;157207;1572072006;0,8484;MANDIRI
1410;15;JAMBI;1572;157208;1572082001;0,9087;MANDIRI
1411;15;JAMBI;1572;157208;1572082002;0,9848;MANDIRI
1412;15;JAMBI;1572;157208;1572082003;0,9124;MANDIRI
1413;15;JAMBI;1572;157208;1572082004;0,9571;MANDIRI
1414;15;JAMBI;1572;157208;1572082006;0,8781;MANDIRI
